-0.6840369283387138	1234
-0.6944939507923826	2468
-0.8739221995731028	3702
-0.6824445413357936	4936
-0.818050271540513	6170
-0.799326345798235	7404
-0.8244471384649807	8638
-0.8211177231956054	9872
-0.9946450229933077	11106
-0.9159176917703125	12340
-0.9084426683682271	13574
-0.7003345854982261	14808
-0.7482284433889378	16042
-0.9175677792371699	17276
-0.8053822060428769	18510
-0.7356309192623994	19744
-0.7512848220243735	20978
-0.7107065943211479	22212
-0.7880742486744594	23446
-0.7418763549369546	24680
-0.7182131933767475	25914
-0.9147567663442199	27148
-0.7758547323426449	28382
-0.8800951423775117	29616
-0.7476436696398372	30850
-0.8301063807618814	32084
-0.7901065590934406	33318
-0.8377261099967114	34552
-0.8278465884436133	35786
-0.7110770289385215	37020
-0.7140732214392399	38254
-0.705134739355404	39488
-0.811121227019253	40722
-0.6919586397525095	41956
-0.6961769903576329	43190
-0.7270703123386587	44424
-0.7915661025576178	45658
-0.7634333262081979	46892
-0.8471098622363247	48126
-0.8284772992055125	49360
-0.7717072981015024	50594
-0.7096075524335868	51828
-0.7366732053091707	53062
-0.73083893539718	54296
-0.7626761586690878	55530
-0.8679072414258501	56764
-0.7025711788896903	57998
-0.7312836340751148	59232
-0.8532412585759391	60466
-0.7523794084806943	61700
-0.7770422464583178	62934
-0.7820151112650263	64168
-0.9315095649885377	65402
-0.7143461370480417	66636
-1.0144790426034034	67870
-0.7576475838669486	69104
-0.7437772239209622	70338
-0.7444543046794727	71572
-0.7573896899876017	72806
-0.9057473581114004	74040
-0.758341614342146	75274
-0.767392458762668	76508
-0.7569443324138858	77742
-0.7195821910992629	78976
-0.7932538196576658	80210
-0.7176376811742661	81444
-0.7230018553345046	82678
-0.7541349301171602	83912
-0.790660253867916	85146
-0.8937399449929158	86380
-0.9846440658205934	87614
-0.6928000905913582	88848
-0.8917168958749593	90082
-0.7128435229996329	91316
-0.9595821044170849	92550
-0.7456383649412962	93784
-0.8016017403608942	95018
-0.7713533460452291	96252
-0.8142722481382184	97486
-0.7555454395064994	98720
-0.8640625867944945	99954
-0.7353812788345895	101188
-0.9533663325950096	102422
-0.7498759481079507	103656
-0.9245898128462235	104890
-0.7326490033646496	106124
-0.7573370441458483	107358
-0.7077568471675943	108592
-0.8577116572663428	109826
-0.9859550913869021	111060
-0.7133914526174663	112294
-0.7633453287719704	113528
-0.8412103868767358	114762
-0.7176917263344157	115996
-0.7136656272791189	117230
-0.6718523904797177	118464
-0.7204419983474389	119698
-0.8087290587002796	120932
-0.8223858983289081	122166
-0.7545111355567585	123400
